BAY,BAM,BTM ,Gender,Score,AY,AM,ATM,D,ALD
10,6,126,F,6,6,6,78,-48,Severe
13,8,164,F,12,11,6,138,-26,Severe
13,1,157,M,11,10,0,120,-37,Severe
5,6,66,M,6,6,6,78,12,Well
10,7,127,M,11,10,0,120,-7,Severe
16,0,192,F,12,11,6,138,-54,Severe
18,0,216,F,6,6,6,78,-138,Severe
10,5,125,M,12,11,6,138,13,Well
7,10,94,M,7,6,6,78,-16,Severe
10,10,130,M,9,7,6,90,-40,Severe
18,10,226,M,7,6,6,78,-148,Severe
17,8,212,M,6,6,6,78,-134,Severe
13,5,161,M,11,10,0,120,-41,Severe
9,1,109,M,9,7,6,90,-19,Severe
18,3,219,F,7,6,6,78,-141,Severe
16,9,201,F,9,7,6,90,-111,Severe
6,2,74,M,14,14,0,168,94,Well
11,7,139,M,14,14,0,168,29,Well
15,8,188,M,6,6,6,78,-110,Severe
17,11,215,M,14,14,0,168,-47,Severe
11,8,140,M,12,11,6,138,-2,Mild
9,6,114,F,10,8,6,102,-12,Severe
8,2,98,M,6,6,6,78,-20,Severe
16,11,203,M,6,6,6,78,-125,Severe
11,0,132,F,12,11,6,138,6,Well
13,7,163,F,9,7,6,90,-73,Severe
16,9,201,M,13,12,6,150,-51,Severe
5,3,63,M,10,8,6,102,39,Well
14,9,177,F,8,7,0,84,-93,Severe
9,3,111,F,7,6,6,78,-33,Severe
17,8,212,F,11,10,0,120,-92,Severe
16,4,196,M,9,7,6,90,-106,Severe
10,0,120,F,11,10,0,120,0,Neutral
12,8,152,M,12,11,6,138,-14,Severe
9,0,108,F,6,6,6,78,-30,Severe
18,10,226,M,15,16,0,192,-34,Severe
11,0,132,F,7,6,6,78,-54,Severe
14,3,171,M,6,6,6,78,-93,Severe
15,9,189,F,15,16,0,192,3,Good
14,2,170,F,13,12,6,150,-20,Severe
11,10,142,M,8,7,0,84,-58,Severe
14,3,171,F,10,8,6,102,-69,Severe
15,6,186,F,13,12,6,150,-36,Severe
10,6,126,M,8,7,0,84,-42,Severe
5,5,65,M,6,6,6,78,13,Well
9,0,108,M,11,10,0,120,12,Well
5,3,63,M,8,7,0,84,21,Well
18,11,227,M,11,10,0,120,-107,Severe
7,5,89,M,13,12,6,150,61,Well
5,5,65,M,10,8,6,102,37,Well
7,7,91,F,6,6,6,78,-13,Severe
14,3,171,F,13,12,6,150,-21,Severe
10,7,127,F,15,16,0,192,65,Well
18,0,216,F,14,14,0,168,-48,Severe
7,0,84,F,11,10,0,120,36,Well
12,10,154,M,11,10,0,120,-34,Severe
7,0,84,M,10,8,6,102,18,Well
18,1,217,F,10,8,6,102,-115,Severe
9,4,112,F,13,12,6,150,38,Well
6,3,75,M,8,7,0,84,9,Well
7,4,88,M,13,12,6,150,62,Well
17,0,204,F,9,7,6,90,-114,Severe
8,5,101,M,6,6,6,78,-23,Severe
17,7,211,M,7,6,6,78,-133,Severe
13,0,156,M,6,6,6,78,-78,Severe
17,11,215,F,6,6,6,78,-137,Severe
13,10,166,M,7,6,6,78,-88,Severe
14,5,173,M,7,6,6,78,-95,Severe
11,1,133,M,12,11,6,138,5,Good
5,5,65,M,13,12,6,150,85,Well
13,6,162,F,10,8,6,102,-60,Severe
12,2,146,F,11,10,0,120,-26,Severe
6,9,81,F,15,16,0,192,111,Well
6,11,83,M,10,8,6,102,19,Well
8,3,99,F,10,8,6,102,3,Good
18,10,226,F,15,16,0,192,-34,Severe
12,6,150,M,9,7,6,90,-60,Severe
7,4,88,M,12,11,6,138,50,Well
18,3,219,F,9,7,6,90,-129,Severe
11,6,138,M,11,10,0,120,-18,Severe
15,11,191,F,9,7,6,90,-101,Severe
7,5,89,F,9,7,6,90,1,Good
10,3,123,F,8,7,0,84,-39,Severe
13,6,162,F,8,7,0,84,-78,Severe
7,2,86,F,10,8,6,102,16,Well
5,0,60,F,11,10,0,120,60,Well
18,4,220,F,8,7,0,84,-136,Severe
18,4,220,M,11,10,0,120,-100,Severe
5,11,71,M,13,12,6,150,79,Well
7,5,89,F,11,10,0,120,31,Well
12,7,151,F,6,6,6,78,-73,Severe
10,2,122,F,15,16,0,192,70,Well
7,1,85,M,10,8,6,102,17,Well
17,11,215,F,11,10,0,120,-95,Severe
16,1,193,M,12,11,6,138,-55,Severe
9,8,116,M,7,6,6,78,-38,Severe
18,9,225,M,11,10,0,120,-105,Severe
15,5,185,M,10,8,6,102,-83,Severe
6,4,76,M,8,7,0,84,8,Well
10,0,120,F,7,6,6,78,-42,Severe
17,3,207,M,6,6,6,78,-129,Severe
9,2,110,F,8,7,0,84,-26,Severe
13,3,159,F,8,7,0,84,-75,Severe
14,4,172,M,11,10,0,120,-52,Severe
6,2,74,F,12,11,6,138,64,Well
13,0,156,M,9,7,6,90,-66,Severe
15,2,182,F,11,10,0,120,-62,Severe
13,8,164,M,15,16,0,192,28,Well
7,10,94,M,8,7,0,84,-10,Severe
10,5,125,M,15,16,0,192,67,Well
7,3,87,M,8,7,0,84,-3,Mild
14,11,179,M,14,14,0,168,-11,Severe
10,5,125,F,10,8,6,102,-23,Severe
7,2,86,M,15,16,0,192,106,Well
7,11,95,M,14,14,0,168,73,Well
14,3,171,F,6,6,6,78,-93,Severe
6,8,80,M,12,11,6,138,58,Well
6,4,76,M,14,14,0,168,92,Well
9,8,116,M,15,16,0,192,76,Well
14,11,179,M,10,8,6,102,-77,Severe
6,9,81,M,8,7,0,84,3,Good
17,10,214,M,12,11,6,138,-76,Severe
8,6,102,M,11,10,0,120,18,Well
10,9,129,F,9,7,6,90,-39,Severe
9,3,111,M,12,11,6,138,27,Well
5,2,62,M,7,6,6,78,16,Well
14,7,175,F,10,8,6,102,-73,Severe
8,1,97,F,13,12,6,150,53,Well
8,2,98,F,14,14,0,168,70,Well
17,3,207,F,10,8,6,102,-105,Severe
7,9,93,M,14,14,0,168,75,Well
13,0,156,F,9,7,6,90,-66,Severe
13,10,166,F,7,6,6,78,-88,Severe
7,0,84,F,7,6,6,78,-6,Severe
17,6,210,F,7,6,6,78,-132,Severe
5,8,68,F,11,10,0,120,52,Well
10,8,128,M,15,16,0,192,64,Well
15,10,190,M,9,7,6,90,-100,Severe
11,8,140,F,6,6,6,78,-62,Severe
18,6,222,M,9,7,6,90,-132,Severe
16,2,194,F,10,8,6,102,-92,Severe
14,7,175,F,6,6,6,78,-97,Severe
5,8,68,M,9,7,6,90,22,Well
13,6,162,M,15,16,0,192,30,Well
16,9,201,F,12,11,6,138,-63,Severe
5,0,60,F,10,8,6,102,42,Well
13,4,160,M,13,12,6,150,-10,Severe
16,4,196,F,15,16,0,192,-4,Mild
17,1,205,F,11,10,0,120,-85,Severe
14,8,176,M,12,11,6,138,-38,Severe
8,11,107,F,7,6,6,78,-29,Severe
14,0,168,F,10,8,6,102,-66,Severe
9,10,118,M,15,16,0,192,74,Well
10,6,126,M,6,6,6,78,-48,Severe
13,11,167,M,14,14,0,168,1,Good
17,6,210,F,9,7,6,90,-120,Severe
18,8,224,M,12,11,6,138,-86,Severe
10,3,123,F,11,10,0,120,-3,Mild
5,11,71,F,6,6,6,78,7,Well
7,6,90,M,7,6,6,78,-12,Severe
15,4,184,F,9,7,6,90,-94,Severe
15,7,187,M,15,16,0,192,5,Good
16,10,202,M,12,11,6,138,-64,Severe
18,1,217,F,14,14,0,168,-49,Severe
6,9,81,M,9,7,6,90,9,Well
16,8,200,M,15,16,0,192,-8,Severe
13,9,165,F,11,10,0,120,-45,Severe
16,11,203,M,12,11,6,138,-65,Severe
9,11,119,M,13,12,6,150,31,Well
18,0,216,M,7,6,6,78,-138,Severe
7,10,94,M,13,12,6,150,56,Well
17,10,214,F,6,6,6,78,-136,Severe
17,7,211,F,14,14,0,168,-43,Severe
14,11,179,F,7,6,6,78,-101,Severe
10,2,122,M,13,12,6,150,28,Well
12,10,154,M,13,12,6,150,-4,Mild
6,11,83,F,14,14,0,168,85,Well
14,3,171,M,9,7,6,90,-81,Severe
16,6,198,F,12,11,6,138,-60,Severe
14,0,168,F,6,6,6,78,-90,Severe
8,3,99,M,14,14,0,168,69,Well
5,11,71,M,9,7,6,90,19,Well
14,7,175,M,14,14,0,168,-7,Severe
5,3,63,M,15,16,0,192,129,Well
12,10,154,F,8,7,0,84,-70,Severe
8,10,106,M,14,14,0,168,62,Well
5,0,60,M,14,14,0,168,108,Well
7,3,87,M,6,6,6,78,-9,Severe
17,5,209,M,15,16,0,192,-17,Severe
11,6,138,M,13,12,6,150,12,Well
14,1,169,M,7,6,6,78,-91,Severe
13,0,156,M,8,7,0,84,-72,Severe
8,11,107,M,15,16,0,192,85,Well
7,1,85,F,8,7,0,84,-1,Mild
18,11,227,M,6,6,6,78,-149,Severe
14,0,168,F,9,7,6,90,-78,Severe
12,10,154,M,12,11,6,138,-16,Severe
18,2,218,F,10,8,6,102,-116,Severe
13,9,165,M,9,7,6,90,-75,Severe
10,9,129,M,14,14,0,168,39,Well
7,4,88,F,7,6,6,78,-10,Severe
9,6,114,F,13,12,6,150,36,Well
7,1,85,F,9,7,6,90,5,Good
15,0,180,F,8,7,0,84,-96,Severe
6,11,83,F,13,12,6,150,67,Well
14,5,173,M,14,14,0,168,-5,Mild
10,5,125,M,11,10,0,120,-5,Mild
18,5,221,F,15,16,0,192,-29,Severe
10,1,121,M,9,7,6,90,-31,Severe
10,1,121,F,15,16,0,192,71,Well
12,4,148,F,6,6,6,78,-70,Severe
17,5,209,F,11,10,0,120,-89,Severe
15,8,188,F,7,6,6,78,-110,Severe
7,11,95,F,9,7,6,90,-5,Mild
13,7,163,M,11,10,0,120,-43,Severe
6,0,72,F,7,6,6,78,6,Well
13,4,160,F,10,8,6,102,-58,Severe
5,9,69,M,6,6,6,78,9,Well
18,3,219,M,7,6,6,78,-141,Severe
13,6,162,F,9,7,6,90,-72,Severe
12,6,150,F,6,6,6,78,-72,Severe
17,1,205,M,13,12,6,150,-55,Severe
6,3,75,F,14,14,0,168,93,Well
9,8,116,M,8,7,0,84,-32,Severe
18,2,218,F,7,6,6,78,-140,Severe
18,3,219,M,12,11,6,138,-81,Severe
5,0,60,F,13,12,6,150,90,Well
12,8,152,M,10,8,6,102,-50,Severe
15,4,184,F,12,11,6,138,-46,Severe
18,3,219,F,10,8,6,102,-117,Severe
6,7,79,F,13,12,6,150,71,Well
18,0,216,F,15,16,0,192,-24,Severe
10,3,123,F,14,14,0,168,45,Well
9,3,111,F,6,6,6,78,-33,Severe
7,11,95,M,11,10,0,120,25,Well
12,11,155,M,11,10,0,120,-35,Severe
15,11,191,M,10,8,6,102,-89,Severe
11,6,138,M,15,16,0,192,54,Well
18,11,227,F,12,11,6,138,-89,Severe
13,0,156,M,14,14,0,168,12,Well
14,7,175,F,12,11,6,138,-37,Severe
10,5,125,M,14,14,0,168,43,Well
5,9,69,M,14,14,0,168,99,Well
5,8,68,M,12,11,6,138,70,Well
10,1,121,M,14,14,0,168,47,Well
15,7,187,F,6,6,6,78,-109,Severe
17,1,205,M,12,11,6,138,-67,Severe
12,0,144,F,6,6,6,78,-66,Severe
18,5,221,M,9,7,6,90,-131,Severe
13,4,160,F,8,7,0,84,-76,Severe
5,5,65,M,9,7,6,90,25,Well
9,5,113,M,13,12,6,150,37,Well
10,9,129,M,12,11,6,138,9,Well
8,1,97,M,13,12,6,150,53,Well
14,8,176,F,12,11,6,138,-38,Severe
10,5,125,F,12,11,6,138,13,Well
15,3,183,F,8,7,0,84,-99,Severe
16,2,194,F,9,7,6,90,-104,Severe
8,1,97,M,8,7,0,84,-13,Severe
7,2,86,F,14,14,0,168,82,Well
8,5,101,F,10,8,6,102,1,Good
13,5,161,F,11,10,0,120,-41,Severe
16,1,193,M,8,7,0,84,-109,Severe
10,0,120,M,9,7,6,90,-30,Severe
11,1,133,F,12,11,6,138,5,Good
16,1,193,F,10,8,6,102,-91,Severe
12,2,146,F,9,7,6,90,-56,Severe
18,1,217,M,15,16,0,192,-25,Severe
6,11,83,F,7,6,6,78,-5,Mild
7,7,91,F,9,7,6,90,-1,Mild
12,7,151,M,14,14,0,168,17,Well
17,2,206,M,8,7,0,84,-122,Severe
17,1,205,M,6,6,6,78,-127,Severe
17,1,205,F,14,14,0,168,-37,Severe
16,1,193,M,9,7,6,90,-103,Severe
10,8,128,F,14,14,0,168,40,Well
8,7,103,F,12,11,6,138,35,Well
11,2,134,M,13,12,6,150,16,Well
14,4,172,M,10,8,6,102,-70,Severe
17,4,208,F,9,7,6,90,-118,Severe
18,3,219,M,10,8,6,102,-117,Severe
17,7,211,F,8,7,0,84,-127,Severe
5,6,66,M,15,16,0,192,126,Well
16,4,196,F,9,7,6,90,-106,Severe
9,2,110,F,15,16,0,192,82,Well
7,1,85,F,14,14,0,168,83,Well
13,0,156,F,11,10,0,120,-36,Severe
5,5,65,F,12,11,6,138,73,Well
8,0,96,M,13,12,6,150,54,Well
6,1,73,M,12,11,6,138,65,Well
17,10,214,F,9,7,6,90,-124,Severe
12,1,145,M,8,7,0,84,-61,Severe
12,11,155,M,14,14,0,168,13,Well
16,8,200,F,14,14,0,168,-32,Severe
8,3,99,F,14,14,0,168,69,Well
15,4,184,M,12,11,6,138,-46,Severe
10,10,130,F,10,8,6,102,-28,Severe
11,8,140,M,14,14,0,168,28,Well
16,7,199,M,14,14,0,168,-31,Severe
7,3,87,F,9,7,6,90,3,Good
18,11,227,M,10,8,6,102,-125,Severe
18,6,222,M,12,11,6,138,-84,Severe
7,1,85,F,11,10,0,120,35,Well
16,2,194,F,12,11,6,138,-56,Severe
14,3,171,F,15,16,0,192,21,Well
17,6,210,F,13,12,6,150,-60,Severe
17,5,209,F,15,16,0,192,-17,Severe
16,4,196,F,11,10,0,120,-76,Severe
18,7,223,M,11,10,0,120,-103,Severe
17,0,204,M,6,6,6,78,-126,Severe
16,0,192,M,15,16,0,192,0,Neutral
5,8,68,F,14,14,0,168,100,Well
14,7,175,F,11,10,0,120,-55,Severe
8,3,99,M,7,6,6,78,-21,Severe
14,1,169,F,15,16,0,192,23,Well
10,10,130,M,15,16,0,192,62,Well
16,7,199,F,11,10,0,120,-79,Severe
15,8,188,F,8,7,0,84,-104,Severe
5,9,69,M,9,7,6,90,21,Well
17,9,213,M,12,11,6,138,-75,Severe
15,11,191,F,8,7,0,84,-107,Severe
8,8,104,M,8,7,0,84,-20,Severe
7,3,87,M,9,7,6,90,3,Good
10,4,124,M,13,12,6,150,26,Well
6,8,80,M,7,6,6,78,-2,Mild
17,8,212,M,14,14,0,168,-44,Severe
14,1,169,M,15,16,0,192,23,Well
8,4,100,F,14,14,0,168,68,Well
12,8,152,M,9,7,6,90,-62,Severe
17,8,212,F,15,16,0,192,-20,Severe
14,11,179,M,13,12,6,150,-29,Severe
6,1,73,M,15,16,0,192,119,Well
11,9,141,F,15,16,0,192,51,Well
18,1,217,M,6,6,6,78,-139,Severe
8,9,105,F,14,14,0,168,63,Well
16,7,199,F,9,7,6,90,-109,Severe
5,2,62,M,12,11,6,138,76,Well
5,10,70,F,7,6,6,78,8,Well
11,3,135,F,11,10,0,120,-15,Severe
11,4,136,M,14,14,0,168,32,Well
5,9,69,M,8,7,0,84,15,Well
13,5,161,M,8,7,0,84,-77,Severe
14,9,177,F,14,14,0,168,-9,Severe
13,0,156,M,12,11,6,138,-18,Severe
11,0,132,M,7,6,6,78,-54,Severe
11,1,133,M,8,7,0,84,-49,Severe
9,11,119,F,11,10,0,120,1,Good
16,3,195,F,6,6,6,78,-117,Severe
7,5,89,M,14,14,0,168,79,Well
16,4,196,M,6,6,6,78,-118,Severe
15,5,185,M,13,12,6,150,-35,Severe
5,6,66,F,8,7,0,84,18,Well
14,2,170,F,9,7,6,90,-80,Severe
12,9,153,M,10,8,6,102,-51,Severe
14,2,170,F,8,7,0,84,-86,Severe
14,10,178,F,13,12,6,150,-28,Severe
10,5,125,M,6,6,6,78,-47,Severe
14,6,174,M,7,6,6,78,-96,Severe
10,8,128,M,6,6,6,78,-50,Severe
12,8,152,F,6,6,6,78,-74,Severe
5,3,63,M,14,14,0,168,105,Well
15,1,181,F,10,8,6,102,-79,Severe
9,5,113,M,9,7,6,90,-23,Severe
14,8,176,F,9,7,6,90,-86,Severe
15,0,180,M,8,7,0,84,-96,Severe
12,2,146,F,7,6,6,78,-68,Severe
12,1,145,M,15,16,0,192,47,Well
15,2,182,F,6,6,6,78,-104,Severe
10,0,120,M,12,11,6,138,18,Well
13,6,162,M,9,7,6,90,-72,Severe
12,7,151,M,10,8,6,102,-49,Severe
12,1,145,F,8,7,0,84,-61,Severe
17,1,205,M,9,7,6,90,-115,Severe
7,7,91,M,8,7,0,84,-7,Severe
18,5,221,F,8,7,0,84,-137,Severe
12,9,153,M,14,14,0,168,15,Well
10,0,120,M,14,14,0,168,48,Well
16,5,197,M,10,8,6,102,-95,Severe
9,5,113,M,8,7,0,84,-29,Severe
12,3,147,F,8,7,0,84,-63,Severe
6,8,80,M,11,10,0,120,40,Well
9,6,114,F,6,6,6,78,-36,Severe
14,2,170,M,13,12,6,150,-20,Severe
6,9,81,M,12,11,6,138,57,Well
8,1,97,M,7,6,6,78,-19,Severe
8,10,106,M,12,11,6,138,32,Well
16,0,192,M,11,10,0,120,-72,Severe
6,10,82,F,10,8,6,102,20,Well
6,5,77,M,9,7,6,90,13,Well
6,1,73,F,15,16,0,192,119,Well
18,11,227,F,8,7,0,84,-143,Severe
8,7,103,F,14,14,0,168,65,Well
8,5,101,M,7,6,6,78,-23,Severe
10,1,121,M,7,6,6,78,-43,Severe
14,1,169,M,12,11,6,138,-31,Severe
13,2,158,M,7,6,6,78,-80,Severe
17,9,213,F,15,16,0,192,-21,Severe
15,3,183,M,10,8,6,102,-81,Severe
14,5,173,M,6,6,6,78,-95,Severe
10,5,125,M,8,7,0,84,-41,Severe
9,11,119,M,9,7,6,90,-29,Severe
18,9,225,F,10,8,6,102,-123,Severe
18,11,227,M,12,11,6,138,-89,Severe
7,3,87,F,6,6,6,78,-9,Severe
17,0,204,F,8,7,0,84,-120,Severe
10,9,129,M,10,8,6,102,-27,Severe
6,5,77,M,7,6,6,78,1,Good
12,6,150,M,15,16,0,192,42,Well
10,0,120,M,7,6,6,78,-42,Severe
13,3,159,M,13,12,6,150,-9,Severe
17,3,207,M,15,16,0,192,-15,Severe
11,11,143,M,6,6,6,78,-65,Severe
9,6,114,M,6,6,6,78,-36,Severe
9,11,119,F,7,6,6,78,-41,Severe
8,10,106,F,12,11,6,138,32,Well
7,8,92,M,9,7,6,90,-2,Mild
11,7,139,F,6,6,6,78,-61,Severe
7,11,95,M,6,6,6,78,-17,Severe
15,0,180,M,12,11,6,138,-42,Severe
10,1,121,F,10,8,6,102,-19,Severe
11,5,137,F,12,11,6,138,1,Good
13,7,163,M,15,16,0,192,29,Well
6,1,73,M,13,12,6,150,77,Well
12,9,153,M,12,11,6,138,-15,Severe
5,9,69,F,6,6,6,78,9,Well
11,11,143,M,13,12,6,150,7,Well
13,7,163,M,9,7,6,90,-73,Severe
17,1,205,F,12,11,6,138,-67,Severe
13,3,159,F,9,7,6,90,-69,Severe
18,11,227,F,11,10,0,120,-107,Severe
12,0,144,M,12,11,6,138,-6,Severe
7,8,92,F,13,12,6,150,58,Well
6,8,80,F,12,11,6,138,58,Well
10,4,124,F,8,7,0,84,-40,Severe
10,0,120,F,8,7,0,84,-36,Severe
16,5,197,M,12,11,6,138,-59,Severe
10,1,121,M,6,6,6,78,-43,Severe
17,0,204,M,10,8,6,102,-102,Severe
11,0,132,F,9,7,6,90,-42,Severe
11,7,139,F,10,8,6,102,-37,Severe
11,2,134,M,8,7,0,84,-50,Severe
16,11,203,M,9,7,6,90,-113,Severe
16,10,202,F,7,6,6,78,-124,Severe
6,5,77,M,10,8,6,102,25,Well
9,2,110,M,9,7,6,90,-20,Severe
13,2,158,M,14,14,0,168,10,Well
5,0,60,F,8,7,0,84,24,Well
6,1,73,M,10,8,6,102,29,Well
9,7,115,M,11,10,0,120,5,Good
6,7,79,F,7,6,6,78,-1,Mild
14,2,170,F,7,6,6,78,-92,Severe
12,5,149,F,11,10,0,120,-29,Severe
6,8,80,M,6,6,6,78,-2,Mild
8,9,105,M,8,7,0,84,-21,Severe
16,8,200,F,10,8,6,102,-98,Severe
12,0,144,F,12,11,6,138,-6,Severe
9,6,114,M,10,8,6,102,-12,Severe
16,2,194,F,11,10,0,120,-74,Severe
16,4,196,F,13,12,6,150,-46,Severe
16,9,201,F,6,6,6,78,-123,Severe
18,7,223,M,13,12,6,150,-73,Severe
15,1,181,M,8,7,0,84,-97,Severe
11,3,135,F,14,14,0,168,33,Well
17,0,204,M,9,7,6,90,-114,Severe
14,5,173,F,7,6,6,78,-95,Severe
6,1,73,M,14,14,0,168,95,Well
7,4,88,M,7,6,6,78,-10,Severe
15,3,183,M,7,6,6,78,-105,Severe
13,10,166,F,10,8,6,102,-64,Severe
17,9,213,M,6,6,6,78,-135,Severe
8,3,99,F,6,6,6,78,-21,Severe
9,6,114,M,9,7,6,90,-24,Severe
15,3,183,M,15,16,0,192,9,Well
6,2,74,F,13,12,6,150,76,Well
18,10,226,M,10,8,6,102,-124,Severe
16,9,201,F,10,8,6,102,-99,Severe
11,8,140,F,7,6,6,78,-62,Severe
5,0,60,F,9,7,6,90,30,Well
16,10,202,F,14,14,0,168,-34,Severe
16,5,197,F,7,6,6,78,-119,Severe
6,5,77,F,9,7,6,90,13,Well
17,1,205,M,11,10,0,120,-85,Severe
16,1,193,M,7,6,6,78,-115,Severe
11,7,139,F,14,14,0,168,29,Well
5,6,66,F,6,6,6,78,12,Well
8,8,104,F,12,11,6,138,34,Well
18,5,221,M,13,12,6,150,-71,Severe
12,9,153,F,14,14,0,168,15,Well
15,9,189,F,6,6,6,78,-111,Severe
5,3,63,F,15,16,0,192,129,Well
14,2,170,F,11,10,0,120,-50,Severe
11,7,139,F,11,10,0,120,-19,Severe
8,10,106,M,13,12,6,150,44,Well
8,8,104,M,6,6,6,78,-26,Severe
8,5,101,F,12,11,6,138,37,Well
6,5,77,F,13,12,6,150,73,Well
17,2,206,F,12,11,6,138,-68,Severe
10,0,120,M,11,10,0,120,0,Neutral
14,11,179,M,8,7,0,84,-95,Severe
5,10,70,M,8,7,0,84,14,Well
7,11,95,M,10,8,6,102,7,Well
17,6,210,M,12,11,6,138,-72,Severe
7,7,91,F,11,10,0,120,29,Well
17,6,210,F,10,8,6,102,-108,Severe
6,3,75,M,7,6,6,78,3,Good
12,4,148,M,7,6,6,78,-70,Severe
10,11,131,M,12,11,6,138,7,Well
18,7,223,F,15,16,0,192,-31,Severe
16,1,193,F,14,14,0,168,-25,Severe
7,9,93,M,11,10,0,120,27,Well
11,2,134,F,9,7,6,90,-44,Severe
16,1,193,F,6,6,6,78,-115,Severe
10,1,121,F,13,12,6,150,29,Well
18,9,225,M,12,11,6,138,-87,Severe
15,9,189,F,11,10,0,120,-69,Severe
10,1,121,M,13,12,6,150,29,Well
8,5,101,M,10,8,6,102,1,Good
6,10,82,F,8,7,0,84,2,Good
16,1,193,M,6,6,6,78,-115,Severe
9,8,116,F,13,12,6,150,34,Well
9,4,112,F,14,14,0,168,56,Well
13,5,161,F,15,16,0,192,31,Well
17,4,208,M,8,7,0,84,-124,Severe
10,10,130,M,7,6,6,78,-52,Severe
17,4,208,M,14,14,0,168,-40,Severe
17,2,206,F,7,6,6,78,-128,Severe
15,3,183,M,8,7,0,84,-99,Severe
16,2,194,F,7,6,6,78,-116,Severe
7,0,84,M,8,7,0,84,0,Neutral
8,7,103,M,15,16,0,192,89,Well
15,4,184,F,13,12,6,150,-34,Severe
8,9,105,M,9,7,6,90,-15,Severe
12,3,147,M,12,11,6,138,-9,Severe
13,8,164,F,10,8,6,102,-62,Severe
11,0,132,F,13,12,6,150,18,Well
13,1,157,M,13,12,6,150,-7,Severe
6,4,76,F,15,16,0,192,116,Well
11,11,143,M,12,11,6,138,-5,Mild
13,0,156,M,10,8,6,102,-54,Severe
9,3,111,F,13,12,6,150,39,Well
11,7,139,F,9,7,6,90,-49,Severe
18,8,224,F,10,8,6,102,-122,Severe
16,1,193,M,11,10,0,120,-73,Severe
11,9,141,M,12,11,6,138,-3,Mild
18,9,225,M,6,6,6,78,-147,Severe
16,6,198,M,15,16,0,192,-6,Severe
12,11,155,M,8,7,0,84,-71,Severe
8,5,101,M,14,14,0,168,67,Well
11,0,132,M,13,12,6,150,18,Well
10,9,129,M,11,10,0,120,-9,Severe
15,9,189,M,10,8,6,102,-87,Severe
14,8,176,F,15,16,0,192,16,Well
11,6,138,F,14,14,0,168,30,Well
18,3,219,M,6,6,6,78,-141,Severe
18,3,219,F,14,14,0,168,-51,Severe
13,5,161,F,14,14,0,168,7,Well
14,6,174,F,15,16,0,192,18,Well
13,4,160,F,7,6,6,78,-82,Severe
13,4,160,M,8,7,0,84,-76,Severe
9,3,111,F,8,7,0,84,-27,Severe
6,3,75,M,6,6,6,78,3,Good
8,2,98,F,8,7,0,84,-14,Severe
17,9,213,M,11,10,0,120,-93,Severe
5,7,67,F,15,16,0,192,125,Well
10,4,124,M,12,11,6,138,14,Well
11,9,141,M,14,14,0,168,27,Well
10,10,130,M,6,6,6,78,-52,Severe
9,5,113,F,12,11,6,138,25,Well
10,5,125,F,11,10,0,120,-5,Mild
11,5,137,M,15,16,0,192,55,Well
8,9,105,F,15,16,0,192,87,Well
7,9,93,M,8,7,0,84,-9,Severe
11,5,137,F,8,7,0,84,-53,Severe
18,8,224,F,12,11,6,138,-86,Severe
12,11,155,M,6,6,6,78,-77,Severe
6,0,72,F,14,14,0,168,96,Well
16,6,198,M,14,14,0,168,-30,Severe
7,6,90,F,13,12,6,150,60,Well
10,9,129,M,13,12,6,150,21,Well
13,1,157,M,15,16,0,192,35,Well
15,4,184,M,8,7,0,84,-100,Severe
14,4,172,F,7,6,6,78,-94,Severe
9,10,118,F,6,6,6,78,-40,Severe
12,9,153,M,11,10,0,120,-33,Severe
16,11,203,M,11,10,0,120,-83,Severe
16,10,202,F,15,16,0,192,-10,Severe
15,11,191,F,15,16,0,192,1,Good
16,8,200,F,9,7,6,90,-110,Severe
15,0,180,M,10,8,6,102,-78,Severe
9,7,115,M,8,7,0,84,-31,Severe
15,8,188,F,14,14,0,168,-20,Severe
17,10,214,M,7,6,6,78,-136,Severe
6,10,82,M,11,10,0,120,38,Well
16,7,199,M,6,6,6,78,-121,Severe
16,0,192,F,14,14,0,168,-24,Severe
11,7,139,F,13,12,6,150,11,Well
13,0,156,M,11,10,0,120,-36,Severe
5,3,63,F,14,14,0,168,105,Well
5,3,63,F,13,12,6,150,87,Well
13,9,165,M,14,14,0,168,3,Good
12,8,152,F,8,7,0,84,-68,Severe
6,5,77,M,8,7,0,84,7,Well
8,8,104,M,13,12,6,150,46,Well
7,3,87,F,12,11,6,138,51,Well
11,0,132,M,14,14,0,168,36,Well
15,8,188,M,9,7,6,90,-98,Severe
6,0,72,F,11,10,0,120,48,Well
13,3,159,M,15,16,0,192,33,Well
11,11,143,F,14,14,0,168,25,Well
5,8,68,F,9,7,6,90,22,Well
10,11,131,M,14,14,0,168,37,Well
9,2,110,M,6,6,6,78,-32,Severe
15,3,183,F,15,16,0,192,9,Well
18,5,221,F,10,8,6,102,-119,Severe
13,3,159,F,11,10,0,120,-39,Severe
18,5,221,F,13,12,6,150,-71,Severe
18,7,223,F,14,14,0,168,-55,Severe
15,8,188,M,7,6,6,78,-110,Severe
9,10,118,M,14,14,0,168,50,Well
14,7,175,M,6,6,6,78,-97,Severe
17,6,210,F,8,7,0,84,-126,Severe
6,11,83,F,10,8,6,102,19,Well
12,6,150,M,11,10,0,120,-30,Severe
5,8,68,F,7,6,6,78,10,Well
12,5,149,M,11,10,0,120,-29,Severe
11,7,139,F,12,11,6,138,-1,Mild
