BAY,BAM,BTM,Gender,Score,RAY,RAM,RTM,D,RLD
18,9,225,F,11,5,8,68,-157,Severe
6,7,79,M,67,9,10,118,39,Well
10,9,129,M,46,7,11,95,-34,Severe
9,6,114,F,28,6,8,80,-34,Severe
12,2,146,F,52,8,5,101,-45,Severe
17,2,206,F,12,5,9,69,-137,Severe
12,3,147,F,50,8,3,99,-48,Severe
15,0,180,F,101,13,4,160,-20,Severe
16,4,196,M,96,12,10,154,-42,Severe
10,5,125,F,76,10,10,130,5,Good
13,10,166,F,7,5,6,66,-100,Severe
5,5,65,M,9,5,7,67,2,Good
7,5,89,M,67,9,10,118,29,Well
13,6,162,M,67,9,10,118,-44,Severe
13,10,166,F,94,12,7,151,-15,Severe
10,5,125,F,63,9,6,114,-11,Severe
12,8,152,F,30,6,9,81,-71,Severe
8,5,101,F,86,11,10,142,41,Well
11,3,135,F,45,7,10,94,-41,Severe
16,0,192,M,85,11,9,141,-51,Severe
11,4,136,F,83,11,6,138,2,Good
17,6,210,M,100,13,3,159,-51,Severe
15,1,181,M,20,6,2,74,-107,Severe
9,5,113,F,51,8,4,100,-13,Severe
14,7,175,M,109,14,1,169,-6,Severe
7,3,87,F,32,6,10,82,-5,Mild
7,3,87,M,42,7,7,91,4,Good
14,10,178,F,78,11,0,132,-46,Severe
17,7,211,F,52,8,5,101,-110,Severe
16,3,195,M,12,5,9,69,-126,Severe
5,9,69,F,17,6,0,72,3,Good
17,4,208,F,94,12,7,151,-57,Severe
13,4,160,F,66,9,9,117,-43,Severe
16,7,199,F,98,13,0,156,-43,Severe
8,1,97,M,30,6,9,81,-16,Severe
11,11,143,M,103,13,6,162,19,Well
9,10,118,F,49,8,2,98,-20,Severe
13,7,163,F,91,12,4,148,-15,Severe
5,2,62,M,36,7,2,86,24,Well
14,1,169,F,102,13,6,162,-7,Severe
5,7,67,M,77,10,11,131,64,Well
10,6,126,M,101,13,4,160,34,Well
14,10,178,F,93,12,6,150,-28,Severe
5,9,69,F,101,13,4,160,91,Well
13,11,167,F,91,12,4,148,-19,Severe
12,11,155,M,2,5,3,63,-92,Severe
12,10,154,M,21,6,2,74,-80,Severe
15,10,190,M,14,5,10,70,-120,Severe
14,3,171,F,71,10,3,123,-48,Severe
7,5,89,M,68,10,0,120,31,Well
16,3,195,M,93,12,6,150,-45,Severe
11,4,136,F,73,10,6,126,-10,Severe
14,9,177,M,81,11,4,136,-41,Severe
16,0,192,F,82,11,5,137,-55,Severe
10,11,131,F,99,13,1,157,26,Well
9,3,111,M,100,13,3,159,48,Well
6,0,72,M,20,6,2,74,2,Good
5,9,69,M,32,6,10,82,13,Well
14,0,168,F,59,9,1,109,-59,Severe
17,10,214,M,51,8,4,100,-114,Severe
9,10,118,M,31,6,9,81,-37,Severe
8,7,103,M,78,11,0,132,29,Well
14,2,170,F,97,12,11,155,-15,Severe
18,3,219,F,90,12,3,147,-72,Severe
17,0,204,M,39,7,5,89,-115,Severe
9,11,119,F,92,12,5,149,30,Well
14,10,178,F,110,14,3,171,-7,Severe
14,9,177,M,6,5,5,65,-112,Severe
16,0,192,F,104,13,7,163,-29,Severe
5,3,63,F,94,12,7,151,88,Well
13,3,159,F,66,9,9,117,-42,Severe
6,5,77,F,22,6,3,75,-2,Mild
5,5,65,M,94,12,7,151,86,Well
9,7,115,M,87,11,11,143,28,Well
8,6,102,M,87,11,11,143,41,Well
10,2,122,M,16,5,11,71,-51,Severe
16,9,201,F,65,9,8,116,-85,Severe
18,3,219,M,92,12,5,149,-70,Severe
18,3,219,F,71,10,3,123,-96,Severe
14,3,171,F,67,9,10,118,-53,Severe
11,5,137,M,97,12,11,155,18,Well
17,10,214,M,57,8,10,106,-108,Severe
12,4,148,M,107,13,11,167,19,Well
14,8,176,M,31,6,9,81,-95,Severe
17,7,211,M,71,10,3,123,-88,Severe
6,3,75,F,5,5,5,65,-10,Severe
5,0,60,F,10,5,7,67,7,Well
15,3,183,M,80,11,3,135,-48,Severe
18,3,219,F,36,7,2,86,-133,Severe
5,3,63,M,54,8,7,103,40,Well
17,7,211,F,76,10,10,130,-81,Severe
14,2,170,M,31,6,9,81,-89,Severe
15,1,181,M,35,7,1,85,-96,Severe
13,0,156,M,97,12,11,155,-1,Mild
10,3,123,F,104,13,7,163,40,Well
6,11,83,M,13,5,9,69,-14,Severe
12,2,146,M,90,12,3,147,1,Good
16,4,196,F,85,11,9,141,-55,Severe
7,1,85,M,32,6,10,82,-3,Mild
18,1,217,M,69,10,1,121,-96,Severe
16,5,197,M,39,7,5,89,-108,Severe
7,10,94,F,82,11,5,137,43,Well
6,5,77,F,73,10,6,126,49,Well
7,10,94,M,84,11,7,139,45,Well
18,4,220,M,99,13,1,157,-63,Severe
7,8,92,M,25,6,5,77,-15,Severe
15,10,190,F,74,10,7,127,-63,Severe
10,1,121,M,60,9,2,110,-11,Severe
6,3,75,M,34,7,0,84,9,Well
5,5,65,M,78,11,0,132,67,Well
6,8,80,M,61,9,3,111,31,Well
9,2,110,M,6,5,5,65,-45,Severe
5,6,66,M,9,5,7,67,1,Good
15,7,187,F,47,8,0,96,-91,Severe
8,8,104,F,81,11,4,136,32,Well
18,3,219,F,80,11,3,135,-84,Severe
14,10,178,M,84,11,7,139,-39,Severe
18,9,225,F,2,5,3,63,-162,Severe
7,1,85,M,13,5,9,69,-16,Severe
16,7,199,M,75,10,9,129,-70,Severe
12,9,153,F,68,10,0,120,-33,Severe
5,2,62,M,33,6,11,83,21,Well
18,4,220,M,27,6,7,79,-141,Severe
10,6,126,M,88,12,0,144,18,Well
7,9,93,M,5,5,5,65,-28,Severe
5,3,63,M,2,5,3,63,0,Neutral
17,4,208,M,37,7,3,87,-121,Severe
17,11,215,M,4,5,4,64,-151,Severe
18,5,221,F,46,7,11,95,-126,Severe
16,10,202,M,68,10,0,120,-82,Severe
8,5,101,F,104,13,7,163,62,Well
11,4,136,F,15,5,11,71,-65,Severe
6,2,74,F,23,6,4,76,2,Good
11,9,141,M,11,5,8,68,-73,Severe
15,0,180,M,54,8,7,103,-77,Severe
8,4,100,M,107,13,11,167,67,Well
9,10,118,F,104,13,7,163,45,Well
11,3,135,M,102,13,6,162,27,Well
18,3,219,M,78,11,0,132,-87,Severe
12,3,147,F,74,10,7,127,-20,Severe
9,2,110,F,51,8,4,100,-10,Severe
5,8,68,F,74,10,7,127,59,Well
12,1,145,F,107,13,11,167,22,Well
14,7,175,M,55,8,8,104,-71,Severe
13,2,158,M,22,6,3,75,-83,Severe
18,7,223,F,92,12,5,149,-74,Severe
16,11,203,F,33,6,11,83,-120,Severe
5,5,65,M,92,12,5,149,84,Well
8,2,98,F,37,7,3,87,-11,Severe
14,4,172,M,7,5,6,66,-106,Severe
8,7,103,M,105,13,9,165,62,Well
12,11,155,F,58,9,0,108,-47,Severe
17,6,210,M,26,6,6,78,-132,Severe
18,10,226,M,100,13,3,159,-67,Severe
7,4,88,M,38,7,4,88,0,Neutral
10,3,123,F,17,6,0,72,-51,Severe
9,4,112,M,30,6,9,81,-31,Severe
16,4,196,F,100,13,3,159,-37,Severe
11,3,135,M,16,5,11,71,-64,Severe
9,5,113,M,73,10,6,126,13,Well
5,5,65,F,13,5,9,69,4,Good
9,0,108,F,109,14,1,169,61,Well
10,1,121,M,3,5,3,63,-58,Severe
8,1,97,F,108,14,0,168,71,Well
12,2,146,M,6,5,5,65,-81,Severe
17,1,205,M,18,6,1,73,-132,Severe
7,6,90,M,5,5,5,65,-25,Severe
6,3,75,M,59,9,1,109,34,Well
8,9,105,M,5,5,5,65,-40,Severe
11,11,143,M,33,6,11,83,-60,Severe
9,4,112,F,60,9,2,110,-2,Mild
6,3,75,M,96,12,10,154,79,Well
17,9,213,M,37,7,3,87,-126,Severe
18,9,225,M,42,7,7,91,-134,Severe
5,11,71,M,92,12,5,149,78,Well
12,6,150,M,14,5,10,70,-80,Severe
17,3,207,M,106,13,10,166,-41,Severe
10,11,131,F,96,12,10,154,23,Well
12,5,149,F,12,5,9,69,-80,Severe
10,1,121,F,96,12,10,154,33,Well
13,2,158,F,7,5,6,66,-92,Severe
6,3,75,M,86,11,10,142,67,Well
13,7,163,M,110,14,3,171,8,Well
10,6,126,F,45,7,10,94,-32,Severe
15,2,182,F,36,7,2,86,-96,Severe
13,10,166,M,110,14,3,171,5,Good
16,1,193,F,89,12,1,145,-48,Severe
16,10,202,M,62,9,4,112,-90,Severe
5,10,70,M,41,7,6,90,20,Well
11,0,132,F,25,6,5,77,-55,Severe
5,0,60,F,8,5,6,66,6,Well
13,2,158,F,58,9,0,108,-50,Severe
9,4,112,M,93,12,6,150,38,Well
11,7,139,M,78,11,0,132,-7,Severe
12,10,154,M,74,10,7,127,-27,Severe
10,9,129,F,11,5,8,68,-61,Severe
7,11,95,M,29,6,8,80,-15,Severe
9,0,108,F,75,10,9,129,21,Well
13,3,159,F,74,10,7,127,-32,Severe
5,11,71,F,3,5,3,63,-8,Severe
18,10,226,F,110,14,3,171,-55,Severe
15,10,190,F,2,5,3,63,-127,Severe
8,2,98,M,16,5,11,71,-27,Severe
11,10,142,F,51,8,4,100,-42,Severe
13,6,162,M,14,5,10,70,-92,Severe
11,11,143,F,90,12,3,147,4,Good
18,6,222,F,82,11,5,137,-85,Severe
12,4,148,F,11,5,8,68,-80,Severe
18,0,216,F,85,11,9,141,-75,Severe
14,4,172,M,33,6,11,83,-89,Severe
14,7,175,F,29,6,8,80,-95,Severe
17,11,215,F,44,7,9,93,-122,Severe
12,1,145,M,6,5,5,65,-80,Severe
18,0,216,M,99,13,1,157,-59,Severe
13,8,164,M,81,11,4,136,-28,Severe
12,0,144,M,102,13,6,162,18,Well
16,0,192,M,22,6,3,75,-117,Severe
18,5,221,F,99,13,1,157,-64,Severe
14,4,172,F,107,13,11,167,-5,Mild
10,9,129,F,79,11,1,133,4,Good
13,4,160,M,29,6,8,80,-80,Severe
16,8,200,M,62,9,4,112,-88,Severe
15,10,190,M,28,6,8,80,-110,Severe
5,7,67,M,66,9,9,117,50,Well
9,3,111,M,80,11,3,135,24,Well
15,11,191,F,33,6,11,83,-108,Severe
8,2,98,F,57,8,10,106,8,Well
16,2,194,M,14,5,10,70,-124,Severe
15,8,188,F,27,6,7,79,-109,Severe
14,0,168,M,26,6,6,78,-90,Severe
12,3,147,M,28,6,8,80,-67,Severe
18,7,223,M,103,13,6,162,-61,Severe
11,1,133,F,77,10,11,131,-2,Mild
18,1,217,M,35,7,1,85,-132,Severe
9,2,110,F,54,8,7,103,-7,Severe
17,0,204,F,98,13,0,156,-48,Severe
12,2,146,F,10,5,7,67,-79,Severe
18,6,222,F,14,5,10,70,-152,Severe
11,5,137,F,74,10,7,127,-10,Severe
7,4,88,F,46,7,11,95,7,Well
12,4,148,M,7,5,6,66,-82,Severe
8,7,103,F,74,10,7,127,24,Well
11,1,133,M,90,12,3,147,14,Well
5,1,61,M,44,7,9,93,32,Well
15,9,189,F,83,11,6,138,-51,Severe
11,2,134,M,57,8,10,106,-28,Severe
9,7,115,F,73,10,6,126,11,Well
10,5,125,F,84,11,7,139,14,Well
8,4,100,F,23,6,4,76,-24,Severe
11,4,136,F,66,9,9,117,-19,Severe
5,9,69,F,5,5,5,65,-4,Mild
6,0,72,F,66,9,9,117,45,Well
13,7,163,M,70,10,2,122,-41,Severe
13,10,166,M,71,10,3,123,-43,Severe
12,8,152,M,33,6,11,83,-69,Severe
15,4,184,F,16,5,11,71,-113,Severe
10,0,120,M,78,11,0,132,12,Well
10,0,120,M,28,6,8,80,-40,Severe
17,6,210,F,84,11,7,139,-71,Severe
10,5,125,M,37,7,3,87,-38,Severe
10,11,131,F,9,5,7,67,-64,Severe
13,3,159,M,44,7,9,93,-66,Severe
5,3,63,F,5,5,5,65,2,Good
10,0,120,F,31,6,9,81,-39,Severe
13,9,165,M,32,6,10,82,-83,Severe
5,1,61,F,22,6,3,75,14,Well
5,5,65,F,60,9,2,110,45,Well
17,4,208,M,7,5,6,66,-142,Severe
11,1,133,F,94,12,7,151,18,Well
7,1,85,M,75,10,9,129,44,Well
17,5,209,F,96,12,10,154,-55,Severe
8,1,97,M,12,5,9,69,-28,Severe
7,11,95,F,88,12,0,144,49,Well
15,9,189,F,110,14,3,171,-18,Severe
16,1,193,M,14,5,10,70,-123,Severe
5,0,60,F,85,11,9,141,81,Well
6,2,74,M,88,12,0,144,70,Well
10,10,130,F,98,13,0,156,26,Well
14,8,176,F,52,8,5,101,-75,Severe
15,3,183,M,13,5,9,69,-114,Severe
8,4,100,F,29,6,8,80,-20,Severe
11,3,135,M,99,13,1,157,22,Well
16,4,196,M,60,9,2,110,-86,Severe
6,10,82,M,36,7,2,86,4,Good
7,9,93,M,7,5,6,66,-27,Severe
11,8,140,F,29,6,8,80,-60,Severe
15,5,185,M,98,13,0,156,-29,Severe
9,5,113,M,80,11,3,135,22,Well
18,5,221,F,108,14,0,168,-53,Severe
6,3,75,F,100,13,3,159,84,Well
18,9,225,M,46,7,11,95,-130,Severe
17,3,207,M,73,10,6,126,-81,Severe
8,3,99,F,25,6,5,77,-22,Severe
18,8,224,F,8,5,6,66,-158,Severe
10,3,123,M,25,6,5,77,-46,Severe
8,9,105,F,20,6,2,74,-31,Severe
10,7,127,F,34,7,0,84,-43,Severe
5,7,67,F,20,6,2,74,7,Well
13,9,165,M,55,8,8,104,-61,Severe
13,3,159,F,77,10,11,131,-28,Severe
10,7,127,M,9,5,7,67,-60,Severe
8,3,99,M,71,10,3,123,24,Well
7,4,88,M,24,6,5,77,-11,Severe
18,7,223,M,33,6,11,83,-140,Severe
17,5,209,M,42,7,7,91,-118,Severe
17,10,214,F,48,8,1,97,-117,Severe
9,3,111,M,7,5,6,66,-45,Severe
18,10,226,M,86,11,10,142,-84,Severe
5,6,66,F,68,10,0,120,54,Well
16,2,194,F,75,10,9,129,-65,Severe
5,7,67,F,47,8,0,96,29,Well
18,0,216,F,79,11,1,133,-83,Severe
14,3,171,F,62,9,4,112,-59,Severe
16,0,192,F,58,9,0,108,-84,Severe
12,6,150,M,45,7,10,94,-56,Severe
12,7,151,F,65,9,8,116,-35,Severe
17,5,209,M,24,6,5,77,-132,Severe
6,6,78,M,57,8,10,106,28,Well
7,10,94,M,90,12,3,147,53,Well
12,5,149,F,30,6,9,81,-68,Severe
9,10,118,M,67,9,10,118,0,Neutral
14,3,171,F,76,10,10,130,-41,Severe
12,9,153,M,19,6,1,73,-80,Severe
9,8,116,M,74,10,7,127,11,Well
15,3,183,F,4,5,4,64,-119,Severe
15,6,186,F,34,7,0,84,-102,Severe
9,10,118,M,28,6,8,80,-38,Severe
9,3,111,F,57,8,10,106,-5,Mild
14,0,168,F,101,13,4,160,-8,Severe
14,9,177,M,63,9,6,114,-63,Severe
10,9,129,M,2,5,3,63,-66,Severe
13,8,164,M,25,6,5,77,-87,Severe
17,10,214,F,106,13,10,166,-48,Severe
6,11,83,M,16,5,11,71,-12,Severe
17,7,211,F,51,8,4,100,-111,Severe
18,5,221,M,94,12,7,151,-70,Severe
12,3,147,F,8,5,6,66,-81,Severe
5,4,64,M,24,6,5,77,13,Well
16,3,195,F,48,8,1,97,-98,Severe
16,9,201,M,104,13,7,163,-38,Severe
10,7,127,F,60,9,2,110,-17,Severe
14,0,168,M,80,11,3,135,-33,Severe
13,3,159,F,12,5,9,69,-90,Severe
7,0,84,F,17,6,0,72,-12,Severe
14,5,173,F,11,5,8,68,-105,Severe
6,2,74,F,58,9,0,108,34,Well
7,8,92,F,75,10,9,129,37,Well
15,7,187,M,90,12,3,147,-40,Severe
6,0,72,F,87,11,11,143,71,Well
10,2,122,F,66,9,9,117,-5,Mild
7,1,85,M,73,10,6,126,41,Well
12,3,147,M,33,6,11,83,-64,Severe
12,11,155,F,64,9,7,115,-40,Severe
10,7,127,M,109,14,1,169,42,Well
16,3,195,M,6,5,5,65,-130,Severe
14,9,177,F,102,13,6,162,-15,Severe
11,7,139,F,76,10,10,130,-9,Severe
15,0,180,F,45,7,10,94,-86,Severe
18,1,217,F,12,5,9,69,-148,Severe
12,1,145,M,40,7,5,89,-56,Severe
12,3,147,F,25,6,5,77,-70,Severe
12,3,147,F,103,13,6,162,15,Well
11,3,135,M,64,9,7,115,-20,Severe
6,6,78,M,40,7,5,89,11,Well
13,1,157,M,76,10,10,130,-27,Severe
17,1,205,M,80,11,3,135,-70,Severe
17,2,206,F,14,5,10,70,-136,Severe
11,0,132,F,50,8,3,99,-33,Severe
17,8,212,M,99,13,1,157,-55,Severe
5,11,71,F,105,13,9,165,94,Well
12,6,150,M,41,7,6,90,-60,Severe
11,3,135,F,74,10,7,127,-8,Severe
18,7,223,M,31,6,9,81,-142,Severe
6,11,83,M,94,12,7,151,68,Well
5,7,67,F,94,12,7,151,84,Well
18,2,218,F,42,7,7,91,-127,Severe
6,3,75,F,101,13,4,160,85,Well
14,10,178,M,75,10,9,129,-49,Severe
16,0,192,F,96,12,10,154,-38,Severe
17,6,210,F,101,13,4,160,-50,Severe
14,3,171,F,87,11,11,143,-28,Severe
8,11,107,M,95,12,9,153,46,Well
13,3,159,F,82,11,5,137,-22,Severe
7,7,91,M,53,8,6,102,11,Well
12,6,150,M,58,9,0,108,-42,Severe
7,2,86,M,34,7,0,84,-2,Mild
5,7,67,M,40,7,5,89,22,Well
7,4,88,F,8,5,6,66,-22,Severe
10,2,122,M,33,6,11,83,-39,Severe
5,9,69,M,40,7,5,89,20,Well
18,2,218,M,60,9,2,110,-108,Severe
12,1,145,M,21,6,2,74,-71,Severe
12,7,151,F,27,6,7,79,-72,Severe
15,2,182,F,99,13,1,157,-25,Severe
12,2,146,M,45,7,10,94,-52,Severe
7,1,85,M,6,5,5,65,-20,Severe
8,3,99,M,89,12,1,145,46,Well
16,9,201,F,19,6,1,73,-128,Severe
15,9,189,F,7,5,6,66,-123,Severe
15,7,187,M,72,10,4,124,-63,Severe
8,9,105,F,67,9,10,118,13,Well
15,3,183,M,93,12,6,150,-33,Severe
13,6,162,F,110,14,3,171,9,Well
14,9,177,F,25,6,5,77,-100,Severe
12,3,147,F,6,5,5,65,-82,Severe
11,7,139,F,59,9,1,109,-30,Severe
10,2,122,F,26,6,6,78,-44,Severe
5,0,60,M,14,5,10,70,10,Well
6,3,75,F,90,12,3,147,72,Well
13,3,159,F,18,6,1,73,-86,Severe
18,3,219,F,84,11,7,139,-80,Severe
9,0,108,M,29,6,8,80,-28,Severe
12,8,152,F,100,13,3,159,7,Well
12,5,149,F,40,7,5,89,-60,Severe
11,3,135,M,32,6,10,82,-53,Severe
6,8,80,M,105,13,9,165,85,Well
7,4,88,M,81,11,4,136,48,Well
11,0,132,M,101,13,4,160,28,Well
17,2,206,F,88,12,0,144,-62,Severe
16,1,193,F,80,11,3,135,-58,Severe
17,4,208,F,70,10,2,122,-86,Severe
6,2,74,F,62,9,4,112,38,Well
16,11,203,M,45,7,10,94,-109,Severe
13,9,165,F,27,6,7,79,-86,Severe
10,4,124,M,29,6,8,80,-44,Severe
17,9,213,F,98,13,0,156,-57,Severe
11,3,135,M,7,5,6,66,-69,Severe
9,3,111,F,70,10,2,122,11,Well
5,10,70,M,45,7,10,94,24,Well
9,1,109,M,68,10,0,120,11,Well
8,6,102,M,47,8,0,96,-6,Severe
8,10,106,M,64,9,7,115,9,Well
12,7,151,F,38,7,4,88,-63,Severe
15,4,184,M,47,8,0,96,-88,Severe
5,9,69,F,49,8,2,98,29,Well
5,2,62,F,39,7,5,89,27,Well
6,7,79,F,29,6,8,80,1,Good
14,8,176,F,98,13,0,156,-20,Severe
13,0,156,M,66,9,9,117,-39,Severe
18,1,217,F,66,9,9,117,-100,Severe
10,9,129,M,85,11,9,141,12,Well
13,3,159,M,60,9,2,110,-49,Severe
7,3,87,M,92,12,5,149,62,Well
12,4,148,M,42,7,7,91,-57,Severe
7,3,87,M,26,6,6,78,-9,Severe
10,11,131,F,20,6,2,74,-57,Severe
6,11,83,M,82,11,5,137,54,Well
12,9,153,M,6,5,5,65,-88,Severe
11,10,142,M,36,7,2,86,-56,Severe
15,11,191,F,21,6,2,74,-117,Severe
8,4,100,M,32,6,10,82,-18,Severe
8,11,107,M,38,7,4,88,-19,Severe
12,10,154,F,82,11,5,137,-17,Severe
18,8,224,M,3,5,3,63,-161,Severe
13,2,158,F,10,5,7,67,-91,Severe
16,10,202,M,107,13,11,167,-35,Severe
16,6,198,F,7,5,6,66,-132,Severe
6,2,74,F,5,5,5,65,-9,Severe
9,3,111,F,78,11,0,132,21,Well
11,10,142,F,92,12,5,149,7,Well
7,6,90,F,24,6,5,77,-13,Severe
18,9,225,F,67,9,10,118,-107,Severe
8,5,101,F,93,12,6,150,49,Well
9,6,114,F,108,14,0,168,54,Well
16,1,193,F,88,12,0,144,-49,Severe
16,10,202,F,92,12,5,149,-53,Severe
5,6,66,F,80,11,3,135,69,Well
16,0,192,F,76,10,10,130,-62,Severe
12,9,153,M,37,7,3,87,-66,Severe
6,1,73,F,74,10,7,127,54,Well
8,1,97,F,68,10,0,120,23,Well
10,8,128,F,94,12,7,151,23,Well
13,11,167,M,59,9,1,109,-58,Severe
8,1,97,F,61,9,3,111,14,Well
14,5,173,F,52,8,5,101,-72,Severe
12,5,149,M,59,9,1,109,-40,Severe
11,0,132,M,11,5,8,68,-64,Severe
5,0,60,F,42,7,7,91,31,Well
18,4,220,M,91,12,4,148,-72,Severe
15,0,180,M,42,7,7,91,-89,Severe
7,10,94,F,106,13,10,166,72,Well
13,10,166,M,7,5,6,66,-100,Severe
17,4,208,M,29,6,8,80,-128,Severe
12,6,150,F,16,5,11,71,-79,Severe
18,9,225,M,85,11,9,141,-84,Severe
14,4,172,M,81,11,4,136,-36,Severe
7,0,84,M,57,8,10,106,22,Well
9,0,108,F,97,12,11,155,47,Well
10,6,126,M,87,11,11,143,17,Well
8,1,97,M,32,6,10,82,-15,Severe
9,11,119,F,15,5,11,71,-48,Severe
13,11,167,F,5,5,5,65,-102,Severe
18,3,219,F,109,14,1,169,-50,Severe
12,8,152,F,57,8,10,106,-46,Severe
9,10,118,M,4,5,4,64,-54,Severe
5,2,62,F,88,12,0,144,82,Well
15,6,186,M,60,9,2,110,-76,Severe
8,0,96,M,84,11,7,139,43,Well
12,3,147,M,24,6,5,77,-70,Severe
7,1,85,M,49,8,2,98,13,Well
16,6,198,M,77,10,11,131,-67,Severe
8,1,97,M,96,12,10,154,57,Well
8,10,106,M,102,13,6,162,56,Well
9,4,112,F,76,10,10,130,18,Well
18,5,221,F,77,10,11,131,-90,Severe
7,6,90,M,45,7,10,94,4,Good
13,5,161,M,22,6,3,75,-86,Severe
17,4,208,F,110,14,3,171,-37,Severe
13,2,158,M,21,6,2,74,-84,Severe
6,11,83,F,93,12,6,150,67,Well
12,10,154,F,53,8,6,102,-52,Severe
18,11,227,M,16,5,11,71,-156,Severe
8,8,104,M,85,11,9,141,37,Well
9,1,109,F,17,6,0,72,-37,Severe
18,8,224,M,100,13,3,159,-65,Severe
14,3,171,M,88,12,0,144,-27,Severe
12,3,147,M,93,12,6,150,3,Good
12,9,153,M,41,7,6,90,-63,Severe
12,5,149,F,51,8,4,100,-49,Severe
14,11,179,M,96,12,10,154,-25,Severe
13,7,163,F,20,6,2,74,-89,Severe
14,3,171,M,102,13,6,162,-9,Severe
18,5,221,M,46,7,11,95,-126,Severe
12,9,153,M,86,11,10,142,-11,Severe
12,3,147,M,99,13,1,157,10,Well
13,7,163,F,54,8,7,103,-60,Severe
14,11,179,M,99,13,1,157,-22,Severe
7,3,87,F,50,8,3,99,12,Well
11,5,137,M,58,9,0,108,-29,Severe
12,3,147,M,89,12,1,145,-2,Mild
8,5,101,M,102,13,6,162,61,Well
17,5,209,F,36,7,2,86,-123,Severe
6,7,79,F,89,12,1,145,66,Well
7,6,90,F,42,7,7,91,1,Good
14,10,178,M,30,6,9,81,-97,Severe
17,6,210,M,37,7,3,87,-123,Severe
16,9,201,F,89,12,1,145,-56,Severe
11,7,139,M,43,7,8,92,-47,Severe
6,2,74,F,28,6,8,80,6,Well
6,10,82,F,37,7,3,87,5,Good
10,6,126,F,98,13,0,156,30,Well
9,2,110,F,42,7,7,91,-19,Severe
13,10,166,F,62,9,4,112,-54,Severe
16,1,193,F,49,8,2,98,-95,Severe
9,11,119,F,6,5,5,65,-54,Severe
8,9,105,M,89,12,1,145,40,Well
8,1,97,M,76,10,10,130,33,Well
15,6,186,M,7,5,6,66,-120,Severe
14,6,174,F,30,6,9,81,-93,Severe
8,6,102,M,110,14,3,171,69,Well
14,2,170,F,66,9,9,117,-53,Severe
18,5,221,F,11,5,8,68,-153,Severe
7,8,92,F,21,6,2,74,-18,Severe
16,6,198,F,101,13,4,160,-38,Severe
13,10,166,F,61,9,3,111,-55,Severe
14,4,172,M,93,12,6,150,-22,Severe
7,9,93,F,29,6,8,80,-13,Severe
6,10,82,F,78,11,0,132,50,Well
14,3,171,F,78,11,0,132,-39,Severe
7,1,85,M,43,7,8,92,7,Well
10,1,121,F,68,10,0,120,-1,Mild
9,8,116,M,25,6,5,77,-39,Severe
14,2,170,F,93,12,6,150,-20,Severe
11,10,142,F,34,7,0,84,-58,Severe
6,11,83,M,87,11,11,143,60,Well
18,0,216,F,83,11,6,138,-78,Severe
12,3,147,M,49,8,2,98,-49,Severe
9,3,111,M,16,5,11,71,-40,Severe
16,7,199,F,77,10,11,131,-68,Severe
14,3,171,M,51,8,4,100,-71,Severe
17,0,204,M,85,11,9,141,-63,Severe
6,6,78,M,17,6,0,72,-6,Severe
11,7,139,F,56,8,9,105,-34,Severe
17,2,206,M,8,5,6,66,-140,Severe
6,5,77,F,96,12,10,154,77,Well
13,10,166,F,83,11,6,138,-28,Severe
6,5,77,F,18,6,1,73,-4,Mild
13,1,157,F,101,13,4,160,3,Good
6,7,79,F,12,5,9,69,-10,Severe
18,3,219,M,53,8,6,102,-117,Severe
15,3,183,M,109,14,1,169,-14,Severe
8,8,104,M,35,7,1,85,-19,Severe
18,0,216,M,4,5,4,64,-152,Severe
5,11,71,M,91,12,4,148,77,Well
10,4,124,M,58,9,0,108,-16,Severe
13,6,162,M,87,11,11,143,-19,Severe
11,4,136,M,98,13,0,156,20,Well
6,11,83,M,14,5,10,70,-13,Severe
8,11,107,F,46,7,11,95,-12,Severe
7,1,85,F,63,9,6,114,29,Well
6,9,81,M,106,13,10,166,85,Well
13,3,159,F,26,6,6,78,-81,Severe
15,3,183,F,67,9,10,118,-65,Severe
9,6,114,F,51,8,4,100,-14,Severe
6,4,76,F,36,7,2,86,10,Well
11,4,136,M,103,13,6,162,26,Well
9,5,113,M,93,12,6,150,37,Well
6,5,77,F,78,11,0,132,55,Well
12,6,150,M,103,13,6,162,12,Well
7,5,89,M,70,10,2,122,33,Well
15,6,186,M,19,6,1,73,-113,Severe
18,1,217,F,57,8,10,106,-111,Severe
16,10,202,M,96,12,10,154,-48,Severe
15,11,191,F,36,7,2,86,-105,Severe
13,5,161,F,45,7,10,94,-67,Severe
11,0,132,M,16,5,11,71,-61,Severe
12,7,151,F,76,10,10,130,-21,Severe
11,4,136,F,28,6,8,80,-56,Severe
16,7,199,F,52,8,5,101,-98,Severe
13,7,163,M,15,5,11,71,-92,Severe
15,0,180,M,56,8,9,105,-75,Severe
7,2,86,F,49,8,2,98,12,Well
17,10,214,M,61,9,3,111,-103,Severe
13,5,161,M,13,5,9,69,-92,Severe
7,5,89,F,41,7,6,90,1,Good
13,7,163,F,9,5,7,67,-96,Severe
7,3,87,F,69,10,1,121,34,Well
7,1,85,M,72,10,4,124,39,Well
10,0,120,M,69,10,1,121,1,Good
6,2,74,M,79,11,1,133,59,Well
11,3,135,M,96,12,10,154,19,Well
17,2,206,F,100,13,3,159,-47,Severe
17,11,215,M,44,7,9,93,-122,Severe
